Id,Address,Sold Price,Summary,Type,Year built,Heating,Cooling,Parking,Lot,Bedrooms,Bathrooms,Full bathrooms,Total interior livable area,Total spaces,Garage spaces,Region,Elementary School,Elementary School Score,Elementary School Distance,Middle School,Middle School Score,Middle School Distance,High School,High School Score,High School Distance,Flooring,Heating features,Cooling features,Appliances included,Laundry features,Parking features,Tax assessed value,Annual tax amount,Listed On,Listed Price,Last Sold On,Last Sold Price,City,Zip,State
45490,41319 W Wind,895000.0,"BEAUTIFUL HOME OVERLOOKS THE 15TH FAIRWAY WITH PANORAMIC OCEAN VIEWS AND OFFERS AN OUTSTANDING REVERSE FLOOR PLAN, QUALITY CRAFTSMANSHIP, WITH GREAT FEATURES AND FINISHES.  OCEAN, POOL, TENNIS JUST STEPS AWAY. UPPER LEVEL LARGE COUNTRY KITCHEN & BREAKFAST BAR. ADJOINING GREAT ROOM. FIREPLACES - GREAT ROOM & MASTER. WRAP-AROUND DECK AND PRIVATE BALCONY. OFFICE. LOWER LEVEL TWO LARGE BEDROOMS AND TWO SINK BATHROOM. LAUNDRY ROOM. GARAGE ENTRY. SEA RANCH HOA IS $223/MONTH AND INCLUDES 6 PASSES, 2 PARKING HANGERS/STICKERS FOR POOLS, SAUNAS, TENNIS, TRAILS.",SingleFamily,1991.0,"Central Forced Air, Propane",None,"Garage - Attached, Covered",16552.8,"Inverted Floor Plan, Master Suite / Retreat, More than One Bedroom on Ground Floor, Walk-in Closet",3.0,2.0,2367.0,2.0,2.0,The Sea Ranch,Horicon Elementary School,2.0,8.9,,,,Point Arena High School,3.0,15.8,"Tile, Carpet","Forced air, Propane / Butane",None,"Dishwasher, Garbage disposal, Microwave, Range / Oven","Washer / Dryer, Electricity Hookup (220V)","Garage - Attached, Covered",927866.0,11439.0,2019-06-19,850000.0,2020-09-16,843000.0,The Sea Ranch,95497,CA
16737,614 W 70th St,300000.0,"Great opportunity for first time buyers.  Single family residence with 2 bedroom, 1 bath. Detached garage. Home in a great area. Easy access to shopping, schools, and transportation. 5 Minutes away  from downtown L.A. Title report shows 1 bedroom, property has 2 bedrooms.",SingleFamily,1920.0,,None,Garage - Attached,1798.0,2,1.0,1.0,648.0,1.0,1.0,Los Angeles,Sixty-Eighth Street Elementary School,4.0,0.1,Mary Mcleod Bethune Middle School,2.0,0.5,Augustus F. Hawkins High A Critical Design And Gaming,2.0,0.7,,,None,,In Kitchen,Garage - Attached,197804.0,2517.0,2020-05-19,289999.0,2015-06-17,180000.0,Los Angeles,90044,CA
17321,188 Minna St APT 27C,2300000.0,"Luxury in the Sky! An opportunity to own one of St. Regis's most desirable floorplans, facing SW & towering over Yuerba Buena Gardens, this masterpiece enjoys skyline views across San Francisco from every room. Spanning 1,620 sf, the large 2 bed / 2.5 bath condo features generous living spaces, gourmet kitchen with Miele appliances, wood floors throughout, master suite marble bathroom & walk in closet. Five-Star & State-of-the-Art amenities include Butler Service, 24/7 Concierge, 24/7 In-Room Dining, Indoor Pool, Fitness Center, Yoga Room, Steam Room, Sauna, & Terrace. Located on the borders of Yuerba Buena, Southbeach, & Financial District, the St. Regis Museum Tower is in the heart of everything, & within one of SF's most prestigious & luxurious full service communities.",Condo,2005.0,Central,Central Air,"Guest, Valet, Independent, On Site - Unassigned (Condo Only)",,2,2.0,2.0,1670.0,1.0,1.0,San Francisco,,,,,,,Five Keys Independence High School (Sf Sheriff's),2.0,0.6,Wood,Central,Central Air,"Dishwasher, Range Hood, Microwave",Laundry Closet,"Guest, Valet, Independent, On Site - Unassigned (Condo Only)",3062662.0,37650.0,2020-04-25,2530000.0,,,San Francisco,94105,CA
26234,1047 E 23rd St,340000.0,The property is in deed of repairs and is being sold AS-IS.,SingleFamily,1898.0,,None,,6258.0,3,1.0,1.0,1667.0,0.0,0.0,Los Angeles,San Pedro Street Elementary School,5.0,0.4,John Adams Middle School,4.0,1.0,,,,,,None,,None,,340000.0,4371.0,2019-12-22,309947.0,2019-10-18,340000.0,Los Angeles,90011,CA
42478,10572 Highway 155,200000.0,"Looking to escape city life? Here is a great opportunity to live in the wonderful community of Glennville, 40 minutes from Bakersfield! 1.6 acres. This beautiful three bedroom three bath home is just the place, split wing design, very efficient kitchen, lots of counter-space, built-in oven, cooktop, pantry, breakfast area, formal dining, spacious living room, master suite has jetted tub, double sinks and walk in shower. You will love the walk-through closet space, also an additional bathroom, utility, lots of windows for natural light and terrific views! Front deck and back covered patio! Additional storage sheds, lots of gardening space, room for RVs, so load up, bring the pets and enjoy a little slower paced lifestyle.",SingleFamily,2004.0,,,Open,1.16,3,3.0,,1782.0,0.0,0.0,Glennville,Linns Valley-Poso Flat Elementary School,1.0,0.2,,,,North High School,5.0,27.6,,,,,,Open,,,2020-09-16,195000.0,,,Glennville,93226,CA
34662,233 Pestana Ave,1022000.0,"Fantastic neighborhood and single-level are two really good reasons to zero in on this one. Perfectly positioned on the edge of Santa Cruz Gardens w/open space views instead of neighbors behind you, this lovingly maintained single-level is a blank palate of possibilities, looking for someone to make it their dream. Well-placed windows give it a relaxed, private feel fr neighbors. Gatherings can start around a toasty gas fireplace and easily flow to the eat-in kitchen and out to a very quiet and private covered deck and generous patio area. Lrg 2-car garage off the kitchen handy for bringing groceries inside, w/ample room for shop projects and storage. Other notable features include forced air heating, double pane windows, 2 storage sheds and off-street parking for boat or RV. Santa Cruz Gardens is a very walkable, friendly neighborhood, with a community pool, park, cherished elementary school, nearby hiking and biking trails, and easy access to Hwy 1 and medical services. Welcome Home!",SingleFamily,1963.0,Central Forced Air - Gas,None,"Garage, Garage - Attached",7187.0,Master Suite / Retreat,2.0,2.0,1308.0,0.0,0.0,Santa Cruz,Santa Cruz Gardens Elementary School,6.0,0.3,New Brighton Middle School,6.0,2.2,Harbor High School,7.0,1.3,"Tile, Carpet, Vinyl / Linoleum","Forced air, Gas",None,"Dishwasher, Dryer, Garbage disposal, Microwave, Refrigerator, Washer","In Garage, Washer / Dryer, Electricity Hookup (220V)","Garage, Garage - Attached",73546.0,1878.0,2020-10-01,919000.0,,,Santa Cruz,95065,CA
4476,1355 N Doheny Dr,4650000.0,"Exceptional 1930's Spanish renovated with quality and attention to detail rarely found on the market today. Gated for maximum privacy and security, the property boasts features typically found in much larger homes, including a generous circular driveway, 2 car garage, separate guest house, and flat grassy yard with beautifully designed pool. The care lavished on this home is evident the moment guests arrive in the classic entry. Just off the foyer, the living room with 3 exposures opens out to a charming loggia with outdoor firepit, perfect for seamless entertaining. Also on the ground level are a gracious dining room, a perfectly outfitted and equipped kitchen/family room, and cozy office area. Upstairs are 2 bedrooms including a fabulous master suite with dream closet and terrace overlooking the pool and gardens. The separate guest house is a perfect retreat for visiting friends and family. A property of this caliber and location will be appreciated by the most discerning buyers.",SingleFamily,1937.0,Central,Central Air,"Driveway, Garage",11457.0,3,4.0,3.0,3213.0,0.0,0.0,Los Angeles,West Hollywood Elementary School,9.0,0.5,Hubert Howe Bancroft Middle School,3.0,3.5,Fairfax Senior High School,7.0,2.2,Wood,Central,Central Air,"Dishwasher, Refrigerator, Washer, Dryer",,"Driveway, Garage",3884641.0,47134.0,2019-11-11,5350000.0,2013-01-16,3450000.0,West Hollywood,90069,CA
35972,3041 Baronscourt Way,1345000.0,"Spacious and beautifully updated  and expanded (in 2013 with permits) home in quite and excellent neighborhood. 4 bedrooms and full office room can be used as 5th bedroom. 3 fully updated (in 2016) bathrooms with lots of storage. Built-in closets in bedrooms. Gourmet kitchen remodeled with granite countertop, stainless steel appliances and spacious cabinets. Double panes windows & hardwood & laminated flooring. Freshly painted. Copper plumbing. Three skylights, air-conditioning, audio speakers pre-wired in ceiling. Inside laundry hook-ups in garage. Low maintenance backyard with matured fruit and flower trees with irrigation system. Close to new BART stations, freeway, and IT company campuses like Cisco, Broadcom etc. Excellent schools: Majestic Way Elementary, Sierramont Middle School, Piedmont Hills High School.",SingleFamily,1974.0,Central Forced Air,"Ceiling Fan, Central AC","Garage, Garage - Attached, Covered",6695.0,4,3.0,3.0,1827.0,2.0,2.0,San Jose,Majestic Way Elementary School,8.0,0.6,Sierramont Middle School,7.0,0.8,Piedmont Hills High School,9.0,1.1,"Hardwood, Laminate",Forced air,Central,"Dishwasher, Range / Oven, Refrigerator",In Garage,"Garage, Garage - Attached, Covered",742209.0,11100.0,2020-06-12,1379000.0,,,San Jose,95132,CA
19108,714 San Gabriel Ave,1280000.0,"Beautifully maintained Lone Oak Farms Mediterranean beauty in a quiet family community. 1 full bed and bath downstairs. Elegant Spanish tiled staircase leading to a Loft/Bonus space perfect for kid entertainment. Recently updated kitchen with custom eat-at island with gorgeous granite and dual wine refrigerators. Built-in SS appliances and walk-in pantry. Stunning Spanish tile floors in the main living areas downstairs. Family room has custom built in cabinetry, fireplace and hearth. Spacious master suite with very large bath and walk-in his/hers closets. 2 large other bedrooms upstairs that are perfect for kids. Gorgeous family oriented/entertaining backyard with manicured lawn, peaceful fountain and plenty of room to relax and entertain. 5 minutes to CalTrain station and minutes to Downtown Morgan Hill with the finest restaurants and wine bars for those nights when you don't want to cook.  This is not your average tract home!  Come and see this unique gem and make it your own.

Fabulous 11 year old Mediterranean style beauty with 4 spacious bedrooms and 3 bathrooms plus a loft/bonus room. Bedroom and full bathroom on ground floor. Open gourmet kitchen with central island, granite counters, two built-in wine refrigerators, and a pantry too for plenty of storage! High ceilings, lots of light. Large family room with fireplace, separate living room, and huge dining room with fireplace. Wonderful master suite has large stall shower plus a separate soaking tub and walk-in closets. Spacious backyard with custom pergola over the patio, and a cozy fire pit for entertaining. Many custom appointments and finishes throughout including the finished epoxy garage with electric car charging station. Close to town, shopping and easy commute!",SingleFamily,2010.0,Central Forced Air,"Ceiling Fan, Central AC","Garage, Garage - Attached, Covered",7270.0,"Ground Floor Bedroom, Master Suite / Retreat, Walk-in Closet",3.0,3.0,3681.0,3.0,3.0,Morgan Hill,Barrett Elementary School,3.0,0.2,Martin Murphy Middle School,5.0,10.5,Ann Sobrato High School,7.0,3.2,"Tile, Hardwood, Carpet, Other","Forced air, Gas, Solar","Central, Solar","Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",In Utility Room,"Garage, Garage - Attached, Covered",1230793.0,13852.0,2020-03-01,1399000.0,,,Morgan Hill,95037,CA
22946,7213 Raintree Cir,495500.0,"Updated Condo in Culver City's beautiful Raintree community with acres of lush landscaping and a private lake.  The large 1-bedroom & 1-bathroom unit has a bright open layout with a large living room with wood floors, recessed lights and a fireplace that opens to the dining area and a large balcony with tree top views.  The updated kitchen has dark wood cabinets, granite counters and stainless-steel appliances.  The master suite has a sliding glass door to the balcony,  walk-in closet and master bathroom.  HOA Dues include access to pools, spa, gym, gorgeous grounds, controlled access with 24-hour guards, as well as trash, water, insurance, earthquake insurance, cable TV & 2 parking spots.  Amazing location near everything in downtown Culver City! Pet Friendly! Access to Culver City's amazing schools including Farragut Elementary!",Condo,1972.0,Central,Central Air,Assigned,,1,1.0,1.0,740.0,0.0,0.0,Culver City,Farragut Elementary School,9.0,0.5,Culver City Middle School,7.0,0.7,Culver City High School,8.0,0.7,"Wood, Carpet",Central,Central Air,"Dishwasher, Microwave, Refrigerator","Community, Laundry Room",Assigned,404826.0,5109.0,2020-07-29,490000.0,2016-02-24,374000.0,Culver City,90230,CA
16532,4853 Blue Ridge Dr,2315000.0,"Call Listing Agent for easy appt.  Stylishly remodeled this beautiful 2-story Happy Valley home features a professionally designed landscape. The contemporary-style interior has premium finishes throughout. Welcoming living room w/gas fireplace, sky lit formal dining area, sunny kitchen w/custom cabinetry, granite counter-tops w/breakfast bar, subway tile back-splash, stainless steel appliances. Spacious family room has custom built-ins, gas fireplace, access to side & rear grounds.  Completing the floor-plan are 5 bedrooms and 3 remodeled baths. Key details include: 8.4kw solar (owned), recessed lighting,ceiling fans, dual pane windows, plantation shutters, crown moldings, solid core doors, CA Closet systems, tank-less water heater, Central heat & AC, skylights, solid 5/8"" hickory wood flooring,50 Year roof. Located near award winning Country Ln Elem, Westgate & El Paseo shopping, major commute routes, top Silicon Valley companies & Apple campus.",SingleFamily,1958.0,"Forced air, Gas","Central, Solar","Garage, Garage - Attached, Covered",6965.0,5,3.0,3.0,2452.0,2.0,2.0,San Jose,Country Lane Elementary School,7.0,0.4,Moreland Middle School,6.0,0.8,Prospect High School,7.0,1.1,"Tile, Hardwood","Forced air, Gas","Central, Solar","Dishwasher, Dryer, Freezer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,"Garage, Garage - Attached, Covered",832123.0,12387.0,2020-06-12,2398000.0,1999-08-06,585000.0,San Jose,95129,CA
36982,10274 Stewart Ct,760000.0,"10274 Stewart Ct, Truckee, CA 96161 is a single family home that contains 1,856 sq ft and was built in 1980. It contains 4 bedrooms and 2 bathrooms. This home last sold for $760,000 in November 2020. 
 
The Zestimate for this house is $816,054. The Rent Zestimate for this home is $3,700/mo.",SingleFamily,1980.0,Baseboard,,"Garage - Attached, Covered",10454.0,4,2.0,,1856.0,2.0,2.0,Truckee,Truckee Elementary School,5.0,3.3,Alder Creek Middle School,7.0,1.5,Tahoe Truckee High School,7.0,3.1,,Baseboard,,,Hall,"Garage - Attached, Covered",261769.0,3914.0,2020-10-10,775000.0,,,Redding,96002,CA
40093,3604 Beresford Dr,385000.0,"Come fall in love with 3604 Beresford Dr. This beautiful home offers 3 bedroom and 3 bathroom measuring in at 1,907 square feet. The large open kitchen opens up to the living room with cozy fire place. This home alto has a second large living room and formal dining room. The neighborhood is established and family friendly, close to schools, parks, golf and shopping. 2020-11-02",SingleFamily,1990.0,Central,Central Air,"Garage, Garage - Attached, Covered",5501.0,3,3.0,,1907.0,2.0,2.0,Modesto,Bernard L. Hughes Elementary School,5.0,0.3,Norman N. Glick Middle School,3.0,1.2,Peter Johansen High School,4.0,0.6,"Carpet, Laminate","Forced air, Electric",Central,,Inside Room,"Garage, Garage - Attached, Covered",270497.0,3359.0,2020-10-26,365000.0,2015-07-02,250000.0,Modesto,95357,CA
15909,17305 Oak Leaf Dr,1125000.0,"Oak Leaf Drive is a coveted, tree lined street in Morgan Hill with a sense of close knit community where your neighbors wave hello as you walk by! This is a single story California Ranch style home that has an expansive, open kitchen with gorgeous new quartz counters, double ovens, cooktop and dishwasher.  There are 4 bedrooms total with 2 master suites.  Sunlight pours through the double french doors and lights up the master with its attached office or sitting room.  One of the best features of this home is the luxurious master spa with a walk-in shower, comfort jetted tub and more than ample vanity counter space.   The family common space has a brick heritage fireplace with painted hardwood floor to ceiling built-in shelving.   Real oak hardwood floors throughout the dining room, kitchen and family common area.  Out back is a gleaming, heated pool and spa and decks to enjoy the sun.  Mature trees and plants make outdoors a paradise with plenty of room to garden.  No HOA!",SingleFamily,1975.0,Forced Air,Central AC,"Garage, Garage - Attached, Covered",13068.0,"Walk-in Closet, More than One Master Bedroom",3.0,3.0,2628.0,2.0,2.0,Morgan Hill,,,,,,,Live Oak High School,5.0,2.1,"Tile, Hardwood, Carpet",Forced air,Central,Microwave,"Gas Hookup, Electricity Hookup (220V)","Garage, Garage - Attached, Covered",450470.0,5108.0,2020-03-02,1179000.0,,,Morgan Hill,95037,CA
46653,1774 Arlington Blvd,927000.0,"This stunning home sits on the top of Arlington Blvd with magnificent views of the Golden Gate Bridge, City Lights, Bay Bridge, Bay, Mountains and much more! Walk to the Berkeley Country Club Golf Resort. The brand new Hardwood floors and freshly refinished beams are absolutely beautiful. Tons of character! Remodeled kitchen and bathroom. New windows and doors throughout. Brand new roof & gutters. New electrical service & panel. Brand new central heating system. Interior & exterior freshly painted. Large landscaped yards. The list goes ON and ON!",SingleFamily,1954.0,Gravity,None,"Garage Door Opener, Attached, Garage, Int Access From Garage, Side Yard Access",7405.200000000001,2,1.0,,900.0,1.0,1.0,El Cerrito,Madera Elementary School,7.0,0.5,Fred T. Korematsu Middle School,4.0,0.6,El Cerrito Senior High School,5.0,1.7,"Concrete, Hardwood, Tile",Gravity,None,"Gas Water Heater, Dishwasher, Disposal, Gas Range, Microwave, Free-Standing Range","Hookups Only, In Garage","Garage Door Opener, Attached, Garage, Int Access From Garage, Side Yard Access",223939.0,3893.0,2020-11-20,839000.0,2020-09-17,680000.0,El Cerrito,94530,CA
4646,2151 Oakland Rd SPC 10,283900.0,"-Beautiful Double Wide Home Features 3Bedrooms/2 Bathrooms. Serial#CAFLP17A/B156365K. Eating Area, Family Room, Formal Dining Room, Double Pane Windows Through Out Entire Home, Vinyl Flooring In Kitchen Area, and Bathroom/Laundry Room, Stove/Oven, Laminated Flooring Entire Home, lot of Cabinetries In Kitchen, Island In The Kitchen, Laundry Includes Washer and Dryer. Central Heat, Central Air Conditioner. 3+Car Carport Parking, This Home is Centrally Located Near Highway 880/680/237/101 and Minutes From Many High Tech Companies an Easy Access To Public Transportation and Near Shopping Great Mall, Supermarket, Restaurants....Space Rent Is $1,119.52 Per MonthCurrently.........A Must See.",MobileManufactured,1994.0,Central Forced Air,Central AC,0 spaces,,3,2.0,2.0,1742.0,0.0,0.0,San Jose,Orchard Elementary School,6.0,0.5,,,,Independence High School,6.0,3.4,,Forced air,Central,,,,,,2019-12-17,283900.0,,,San Jose,95131,CA
9145,9132 S Hoover St,520000.0,"Just Listed! Perfect investment opportunity. This Duplex features 2 spacious bedrooms and 1 bathroom each unit. Unit 1 is currently rented at $1285. Unit 2 is vacant. Prime location located near schools, public transportation and easy access to freeways. Spacious backyard and long driveway for additional parking space. Submit all offers! Bank of America Pre-qualification required on all offers. Please allow 2-3 business days for seller response. Seller choice of services.",SingleFamily,1910.0,,,0 spaces,6312.0,6,2.0,,1936.0,0.0,0.0,Los Angeles,,,,Bret Harte Preparatory Middle School,2.0,0.1,George Washington Preparatory High School,2.0,1.5,,,,,,,303332.0,4072.0,2012-06-22,259400.0,2012-08-27,269500.0,Los Angeles,90044,CA
4947,4908 Tony Ave,1450000.0,"Absolutely darling home! Lots of light through big picture windows! Beautiful wood burning fireplace in family room! Hardwood floors throughout! Shows beautifully!  Picture perfect neighborhood! Walking distance to top schools and parks! Huge backyard perfect for kids, pets and entertaining! Must see!",SingleFamily,1956.0,Central Forced Air - Gas,Central AC,"Garage, Garage - Attached, Covered",6359.0,3,2.0,2.0,1200.0,2.0,2.0,San Jose,Carlton Elementary School,9.0,1.3,Union Middle School,9.0,0.6,Leigh High School,8.0,0.5,Wood,"Forced air, Electric, Gas",Central,"Dishwasher, Dryer, Garbage disposal, Range / Oven, Refrigerator, Washer","In Garage, Dryer, Washer, Washer / Dryer, Gas Hookup, Inside, Electricity Hookup (220V), Electricity Hookup (110V)","Garage, Garage - Attached, Covered",1077017.0,14917.0,2020-02-04,1248000.0,2016-02-25,995000.0,San Jose,95124,CA
4451,20564 Oak Creek Ln,1610000.0,"20564 Oak Creek Ln, Saratoga, CA 95070 is a townhome home that contains 1,885 sq ft and was built in 1979. It contains 3 bedrooms and 3 bathrooms. This home last sold for $1,610,000 in March 2020. 
 
The Zestimate for this house is $1,719,303. The Rent Zestimate for this home is $3,975/mo.",Townhouse,1979.0,Forced Air,Central AC,"Garage, Garage - Attached, Covered",1463.0,3,3.0,2.0,1885.0,2.0,2.0,Saratoga,Blue Hills Elementary School,9.0,0.5,John F. Kennedy Middle School,9.0,1.7,Monta Vista High School,10.0,2.1,,Forced air,Central,"Dryer, Washer","In Garage, Washer / Dryer","Garage, Garage - Attached, Covered",890518.0,11617.0,2020-01-23,1499000.0,2004-04-28,685000.0,Saratoga,95070,CA
46062,15620 Woodvale Rd,2325000.0,"Extraordinary Royal Oaks Country French estate is set back from the street with privacy. Sited on a knoll and overlooking the lush and beautifully landscaped grounds the single-story home exudes charm and sophistication. The magazine quality interior is flawless and well thought out, and each room is special and unique. Enter through custom wrought iron doors to a foyer with travertine floors. The floors extend to the spacious living room, with vaulted beamed ceilings and cast-stone fireplace. The elegant formal dining room w/hardwood floors and bay window is perfect for family dinners or for entertaining guests. The kitchen features granite counters, two garden windows, and top-of-the-line Viking appliances. The nearby butler’s pantry has a beverage fridge and ice maker. Romantic master suite boasts a fireplace, dual walk-in closets, and spa-like marble bathroom with jetted tub, separate shower, dual vanities, and dressing table. One bedroom has been converted to an office with an entire wall of built-in bookcases and cabinets. French doors from most rooms open to the magical and exquisite rear yard with Bouquet Canyon stone decking, pool, fireplace with stacked stone, BBQ, two arbors, and vegetable garden. Rare offering situated amongst multi-million dollar estates, and within the Lanai Rd and Hesby Oaks school districts. Other features include hardwood floors, crown moldings, skylights, laundry rm, powder rm, pool bathroom, maid’s bedroom and bathroom, and 2-zoned HVAC.",SingleFamily,1953.0,"Central, Zoned, Forced Air","Central Air, Zoned","Direct Access, Driveway, Garage",17748.0,4,5.0,1.0,3270.0,2.0,2.0,Encino,Lanai Road Elementary School,8.0,1.1,William Mulholland Middle School,5.0,3.3,Birmingham Community Charter High School,7.0,3.0,"Stone, Wood","Central, Zoned, Forced Air","Central Air, Zoned","6 Burner Stove, Built-In Range, Dishwasher, Double Oven, Electric Oven, Freezer, Disposal, Ice Maker, Refrigerator",Laundry Room,"Direct Access, Driveway, Garage",1892000.0,23309.0,2020-10-01,2849000.0,2006-07-20,1750000.0,Encino,91436,CA
46228,1318 San Andres St APT C,740000.0,"Beautiful townhome in 5 unit boutique development built in 2007! This 3 bedroom, 2 bathroom unit features a lovely open concept, engineered hardwood floors, vaulted ceilings, French doors, bullnose corners, skylights, fireplace, an oversized, attached two-car garage and in-unit laundry. The kitchen boasts granite countertops, high-end stainless Viking appliances and opens to the living space. The outdoor space is comprised of a small yet private rear yard and a spacious second floor balcony ideal for entertaining. Don't let the address fool you- this is a very private unit tucked away from the street, yet central to all SB has to offer! The rear of the development has a common & peaceful open space with citrus trees that borders a creek.",Condo,2007.0,Forced Air,,"Attached, Gar #2",,3,2.0,2.0,1209.0,2.0,2.0,Santa Barbara,,,,,,,San Marcos Senior High School,7.0,4.8,"Other, Tile, Wood",Forced Air,,"Dishwasher, Disposal, Dryer, Microwave, Built In Oven/Range, Washer",In Unit,"Attached, Gar #2",627694.0,6603.0,2020-11-12,745000.0,2013-11-18,560000.0,Santa Barbara,93101,CA
9234,1909 W 115th St,600000.0,"Come check out this beautiful West Athens charmer with a modern flare! This gorgeous home features a completely remodeled bathroom upgraded kitchen, fireplace, new laminate flooring and a bonus room that could be used as an extra bedroom.Enjoy the patio and large backyard that is perfect for entertaining. There is even an opportunity for an ADU. This home is conveniently located near schools, many shops, public transportation, and the new SoFi stadium. Don't miss out, this is the place to be!",SingleFamily,1951.0,Forced Air,,Detached Carport,5251.0,2,1.0,1.0,1286.0,0.0,0.0,Los Angeles,Cimarron Avenue Elementary School,4.0,0.3,Animo Charter Middle No. 3,4.0,0.6,George Washington Preparatory High School,2.0,0.6,Laminate,Forced Air,,,,Detached Carport,134317.0,2218.0,2020-03-11,595000.0,,,Los Angeles,90047,CA
36890,3241 Mission St APT 8,585000.0,"Top floor condo in Bernal Heights. Gated entrance. Walk to BART and public transportation. Easy freeway access. You can leave your car parked in the garage (yes this condo has parking). Storage. Lots of sunlight fills the rooms of this condo. Featuring an eat-in kitchen. This condo is centrally located close to everything, i.e. shopping, restaurants, entertainment, you name it.",Condo,1980.0,,,0 spaces,,1,1.0,1.0,639.0,0.0,0.0,San Francisco,Flynn (Leonard R.) Elementary School,2.0,0.5,Lick (James) Middle School,3.0,0.8,O'connell (John) High School,3.0,1.0,,,,,,,,,2017-10-12,599950.0,,,San Francisco,94110,CA
18730,1509 W Hedding St,805000.0,"Don't miss out on this charming, move-in ready home in the desirable Rose Garden area of San Jose. With your own personal rose garden greeting you as you enter the front yard and fruit trees (orange, lemon and apple) in the private back yard/patio, this home feels like an oasis. The home features many upgrades: roof is newer (has a 45 year warranty); the AC/heating unit is brand new (installed 4/20); the electrical service panel was installed in 2018; the interior of the home was recently painted throughout. The home is conveniently located near 880, downtown San Jose and downtown Campbell. This is a great opportunity to own your own home in a wonderful neighborhood. 2020-07-11",SingleFamily,1949.0,"None, Forced air",Central,"Garage, Garage - Attached, Covered",3397.0,3,1.0,,1010.0,1.0,1.0,San Jose,Merritt Trace Elementary School,4.0,0.5,Herbert Hoover Middle School,3.0,0.5,Abraham Lincoln High School,5.0,0.6,,"None, Forced air",Central,,,"Garage, Garage - Attached, Covered",535614.0,7941.0,2020-06-17,990000.0,2000-11-15,389000.0,Santa Clara,95053,CA
16230,5803 Barnswell Way,1068000.0,"Welcome Home to this Nice 2 story! Updated and very well taken care of, this home offers so much! Light and Bright with High Ceilings in the Formal Living & Dining Room! Enjoy this Granite Kitchen with views of the rear yard and it opens up to the Family Room with Fireplace! Inside Laundry Room, Dual Pane Windows! Step out to the Spacious Relaxing Rear Yard with Covered Patio & Mature Landscaping! Beautiful Master Suite with Vaulted Ceilings and a Gorgeous Bathroom Remodel! A/C, Reverse Osmosis in Kitchen, Owned Water Softener.  Nice Courtyard in the front yard! Pride of Ownership shines through!  Super Location for commuting and shopping!",SingleFamily,1980.0,"Fireplace, Central Forced Air","Ceiling Fan, Central AC","Garage, Garage - Attached, Covered",5619.0,Master Suite / Retreat,3.0,2.0,1987.0,2.0,2.0,San Jose,Anderson (Alex) Elementary School,4.0,1.5,,,,Oak Grove High School,5.0,2.0,"Tile, Laminate, Carpet",Forced air,Central,"Dishwasher, Garbage disposal, Microwave, Range / Oven, Refrigerator",Inside,"Garage, Garage - Attached, Covered",294532.0,5050.0,2020-06-23,979900.0,,,San Jose,95138,CA
38442,858 Sour Dough Rd,235000.0,"858 Sour Dough Rd, West Point, CA 95255 is a mobile / manufactured home that contains 1,008 sq ft and was built in 2006. It contains 2 bedrooms and 2 bathrooms. This home last sold for $235,000 in November 2020. 
 
The Zestimate for this house is $243,092. The Rent Zestimate for this home is $1,795/mo.",MobileManufactured,2006.0,"Wall Furnace, Wood Stove",None,0 spaces,,2,2.0,2.0,1008.0,0.0,0.0,West Point,Pioneer Elementary School,5.0,4.5,,,,Amador High School,7.0,19.5,"Carpet, Linoleum/Vinyl","Stove, Wall, Electric",None,,Inside Area,,142000.0,1792.0,2020-10-31,235000.0,,,West Point,95255,CA
43061,2462B Clay St #B,875000.0,"Architectural detail, charming outdoor space and an outstanding Pacific Heights location highlight this lovely 1BD/1BA condo. A chic red door opens to reveal handsome wainscoting, sky-high ceilings and Douglas fir flooring. The inviting living room features a fireplace and built-in storage. Ahead, the breathtaking eat-in kitchen is filled with light, custom cabinetry, quartz counters and upscale ss appliances. Enjoy meals at the dining peninsula, or head through the Dutch door to the building's delightful shared garden. The queen-size bedroom offers gorgeous garden views and a custom floor-to-ceiling closet, and the bathroom includes a frameless glass shower and pedestal sink. Enjoy integrated sound and large walk-in storage room right outside the entry. One independent parking space, WD & storage. This three-unit Victorian is located on a tree-lined street flanked by Alta Plaza & Lafayette parks, a stones' throw from public transit & Fillmore St's luxe stores & restaurants.",Condo,1900.0,,,0 spaces,,1,1.0,,526.0,0.0,0.0,San Francisco,Sherman Elementary School,7.0,0.6,Marina Middle School,6.0,0.7,Gateway High School,7.0,0.5,,,,,,,760032.0,9874.0,2020-08-23,949000.0,2013-06-21,675000.0,San Francisco,94115,CA
